date,name,population,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_dose1,administered_dose1_per_100k,administered_dose2,administered_dose2_per_100k,pct_doses_administered,pct_receiving_first_dose,pct_receiving_second_dose
2021-02-04,Massachusetts,6892503.0,1229075.0,652929,17832.0,9473.0,517135.0,7503.0,134311.0,1949.0,0.5312360921831458,0.07502862167778526,0.019486534862589108
2021-02-04,Maryland,6045680.0,972225.0,565821,16081.0,9359.0,463885.0,7673.0,101425.0,1678.0,0.5819856514695673,0.07672999563324556,0.01677644202141033
2021-02-04,Maine,1344212.0,254550.0,153439,18937.0,11415.0,114962.0,8552.0,36870.0,2743.0,0.602785307405225,0.08552371203351852,0.02742870916194767
2021-02-04,Marshall Islands,58413.0,21000.0,4424,35951.0,7574.0,3955.0,6771.0,431.0,738.0,0.21066666666666667,0.06770753085785698,0.007378494513207676
2021-02-04,Michigan,9986857.0,1634000.0,1078808,16362.0,10802.0,835524.0,8366.0,229373.0,2297.0,0.6602252141982864,0.08366235743637863,0.022967486167069378
2021-02-04,Minnesota,5639632.0,931500.0,634453,16517.0,11250.0,459716.0,8152.0,131728.0,2336.0,0.6811089640365002,0.08151524780340277,0.023357552407674828
2021-02-04,Missouri,6137428.0,945850.0,505207,15411.0,8232.0,388692.0,6333.0,112106.0,1827.0,0.5341301474863879,0.06333141504877939,0.01826595766174365
2021-02-04,Northern Mariana Islands,56882.0,29650.0,10966,52125.0,19279.0,7561.0,13292.0,3399.0,5976.0,0.36984822934232714,0.13292429942688372,0.05975528286628459
2021-02-04,Mississippi,2976149.0,494975.0,250905,16631.0,8431.0,222860.0,7488.0,27786.0,934.0,0.5069043891105611,0.07488200355560155,0.009336226109647064
2021-02-04,Montana,1068778.0,163675.0,116148,15314.0,10867.0,87042.0,8144.0,28942.0,2708.0,0.7096257828012831,0.0814406733671539,0.027079524466259598
2021-02-04,North Carolina,10488084.0,1715675.0,1063474,16358.0,10140.0,875375.0,8346.0,186914.0,1782.0,0.6198574904920804,0.08346376707127823,0.017821558256017018
2021-02-04,North Dakota,762062.0,131625.0,106900,17272.0,14028.0,74387.0,9761.0,28847.0,3785.0,0.8121557454890789,0.09761279265991481,0.03785387540646299
2021-02-04,Nebraska,1934408.0,344225.0,195126,17795.0,10087.0,141657.0,7323.0,52390.0,2708.0,0.5668559808264942,0.07323015620282794,0.027083221326628094
2021-02-04,New Hampshire,1359711.0,244025.0,145086,17947.0,10670.0,108112.0,7951.0,36868.0,2711.0,0.5945538366970597,0.07951101373747804,0.027114585378804762
2021-02-04,New Jersey,8882190.0,1433750.0,851721,16142.0,9589.0,703957.0,7925.0,145570.0,1639.0,0.5940512641673932,0.07925489096720516,0.016388976142145125
2021-02-04,New Mexico,2096829.0,364775.0,294566,17397.0,14048.0,224290.0,10697.0,67246.0,3207.0,0.8075279281749024,0.10696628098905538,0.032070330961656866
2021-02-04,Nevada,3080156.0,424800.0,291601,13792.0,9467.0,244381.0,7934.0,45735.0,1485.0,0.686443032015066,0.07934046197660119,0.014848273918593733
2021-02-04,New York,19453561.0,3377325.0,2060301,17361.0,10591.0,1576553.0,8104.0,388798.0,1999.0,0.6100393062556905,0.08104187197397947,0.019985955270605725
2021-02-04,Ohio,11689100.0,1899800.0,1128082,16253.0,9651.0,908994.0,7776.0,217948.0,1865.0,0.5937898726181703,0.07776424190057404,0.018645404693261244
2021-02-04,Oklahoma,3956971.0,700225.0,484384,17696.0,12241.0,382044.0,9655.0,99354.0,2511.0,0.6917547931022171,0.09654960827360119,0.025108599481775327
2021-02-04,Oregon,4217737.0,706575.0,471983,16752.0,11190.0,369704.0,8765.0,100414.0,2381.0,0.6679871209708806,0.08765458823060802,0.0238075536715542
2021-02-04,Pennsylvania,12801989.0,2203850.0,1218735,17215.0,9520.0,958587.0,7488.0,257255.0,2009.0,0.5530026998207682,0.07487797403981522,0.020094924312151808
